income,race,sex
50000,W,Male
36000,B/AA,Male
93000,W,Male
38000,W,Female
33600,W,Male
80000,W,Male
30000,Multi,Male
42000,W,Female
41000,W,Male
53000,W,Male
35000,W,Female
9600,W,Female
25000,W,Female
75000,W,Male
66000,W,Male
32000,W,Female
20000,W,Female
14000,W,Female
75000,W,Female
32000,W,Male
10000,W,Female
30000,W,Female
5000,W,Female
54000,W,Male
12000,W,Male
90000,W,Male
75000,W,Male
65000,W,Male
165000,W,Male
125000,W,Female
70000,W,Male
20400,W,Female
52000,Native Am.,Female
26800,W,Female
122300,W,Male
62000,W,Male
40000,W,Male
50000,W,Male
477400,W,Male
22000,W,Female
136000,W,Male
160000,W,Female
21000,W,Male
200000,W,Male
15000,W,Female
24000,W,Male
48900,W,Male
18000,B/AA,Male
15000,W,Female
45000,W,Male
4000,W,Male
32000,W,Male
50000,W,Male
35000,W,Male
55000,W,Male
55000,W,Female
17500,B/AA,Female
75000,W,Female
47000,W,Male
118020,W,Male
10000,W,Male
65000,W,Female
25000,W,Male
36700,W,Female
16000,W,Female
30000,W,Female
14100,B/AA,Female
60000,W,Female
107000,W,Female
100000,W,Male
65000,W,Female
12000,W,Male
38000,B/AA,Female
115000,W,Male
50000,W,Female
60000,W,Male
46000,W,Male
23000,W,Female
100000,W,Male
21050,W,Male
56200,W,Female
64000,W,Male
55000,W,Male
14400,W,Male
37000,W,Male
26000,W,Female
67020,W,Male
40000,W,Female
47000,W,Male
40000,W,Male
39500,W,Female
18300,W,Female
40000,W,Female
43000,W,Female
11200,W,Female
40000,W,Male
25500,W,Male
90000,W,Male
75000,W,Male
120000,W,Male
20000,W,Male
24000,W,Male
72000,W,Female
145000,W,Male
10400,W,Male
30000,W,Female
18000,W,Male
44400,W,Female
304000,W,Male
3100,W,Male
35000,W,Male
44000,W,Male
15000,W,Male
14000,W,Female
47000,W,Male
16500,W,Female
55000,W,Male
25000,W,Male
58000,W,Female
104000,W,Male
75000,W,Female
111000,W,Female
92000,W,Male
22000,W,Female
8700,W,Male
50000,W,Male
67000,W,Female
24000,W,Female
65000,W,Male
65000,W,Female
84000,W,Male
100000,W,Male
50000,W,Female
12900,W,Female
11200,B/AA,Female
26000,W,Male
20000,W,Male
12000,W,Female
10600,W,Male
31000,W,Female
50000,W,Male
71000,W,Male
31000,W,Female
60000,W,Male
20000,W,Female
2000,W,Female
11000,W,Male
12000,W,Female
79000,W,Male
3800,B/AA,Male
102000,W,Male
40000,W,Female
22000,W,Male
50100,W,Female
61000,W,Female
95000,W,Male
30000,A/P,Male
36000,W,Male
30000,W,Female
53400,W,Male
35000,W,Female
12000,B/AA,Male
60000,B/AA,Male
4000,W,Female
408000,W,Male
65000,W,Female
27000,W,Female
253000,W,Female
19000,W,Female
70000,W,Male
53000,W,Female
48000,W,Male
53000,W,Female
18000,B/AA,Male
80000,W,Male
110000,W,Male
68000,W,Female
35000,W,Female
65000,W,Male
32000,W,Female
26900,W,Female
40000,W,Female
68000,W,Female
78000,W,Female
15000,W,Female
38000,W,Male
35000,W,Male
25000,B/AA,Male
43500,B/AA,Female
89000,W,Male
38400,W,Male
50000,W,Male
39000,W,Female
6000,W,Female
100000,W,Male
20000,W,Male
23400,W,Female
47800,B/AA,Male
35000,B/AA,Female
163000,W,Male
60000,W,Female
10000,W,Male
34600,B/AA,Male
45000,W,Female
17000,W,Female
28000,W,Female
14000,W,Female
30000,A/P,Female
388000,A/P,Male
90000,W,Male
105000,W,Male
60000,B/AA,Female
141000,W,Female
96000,W,Male
60000,W,Male
15000,Multi,Female
75000,W,Male
120000,W,Male
85000,W,Male
6000,B/AA,Male
55000,B/AA,Male
35000,W,Male
6000,B/AA,Male
24000,W,Male
15000,W,Female
46000,W,Male
94000,W,Female
25000,W,Male
90000,B/AA,Male
40000,W,Female
35000,W,Male
50000,Multi,Male
60000,W,Male
18500,B/AA,Female
37600,W,Female
47500,W,Male
70000,W,Male
95000,B/AA,Female
17100,W,Female
105000,W,Male
78000,W,Male
92800,W,Female
8000,B/AA,Male
30000,B/AA,Female
19200,B/AA,Female
20000,W,Female
48000,A/P,Female
112000,W,Male
120000,W,Male
12000,W,Female
60000,W,Female
15000,W,Female
60000,B/AA,Male
9400,B/AA,Female
10000,W,Female
5000,W,Female
42000,W,Male
52000,W,Male
45000,W,Male
22000,W,Female
47550,W,Male
36000,W,Male
23000,W,Female
4500,W,Female
35000,W,Male
48000,W,Male
76000,W,Female
72000,W,Female
42000,W,Female
30000,W,Male
42000,W,Female
55000,W,Female
9000,W,Female
43000,W,Male
15000,W,Male
57300,W,Male
357000,W,Male
50000,W,Female
18000,W,Female
65000,W,Female
32000,W,Male
63000,W,Female
100000,Multi,Male
37700,W,Female
64000,W,Female
72000,W,Male
24000,W,Female
38000,B/AA,Female
35600,A/P,Female
120000,W,Male
234800,W,Male
126000,B/AA,Male
106000,W,Male
47000,W,Female
155000,W,Female
11000,W,Female
119000,W,Female
20400,W,Female
50000,W,Female
69000,W,Female
70000,W,Female
110000,A/P,Female
5000,A/P,Female
90000,B/AA,Female
502000,W,Male
140000,W,Male
106000,Multi,Female
30000,W,Male
56300,W,Female
11000,B/AA,Male
94000,W,Female
111000,W,Male
35000,W,Male
114000,W,Female
45000,W,Male
252000,Native Am.,Female
87000,W,Male
47500,W,Male
70000,A/P,Female
43000,W,Female
132000,W,Female
21600,A/P,Male
11000,W,Female
22000,W,Female
130000,W,Male
15000,A/P,Male
23600,W,Male
55700,B/AA,Female
82000,B/AA,Female
23800,W,Female
52000,B/AA,Female
89000,W,Female
25000,W,Female
126000,W,Male
130000,W,Female
48400,W,Female
63000,B/AA,Female
70000,W,Female
15000,B/AA,Female
290000,W,Male
29000,Multi,Female
49500,B/AA,Female
25000,W,Male
30000,W,Female
10000,W,Female
85000,W,Male
37100,W,Male
67000,W,Female
100000,W,Female
643000,W,Male
60000,W,Female
95000,W,Female
30000,W,Male
72000,B/AA,Female
67000,W,Male
65000,W,Female
60000,W,Male
108000,W,Male
25000,W,Female
63000,W,Female
34000,W,Male
52000,B/AA,Male
23000,W,Female
80000,B/AA,Female
33100,W,Male
5000,W,Male
63000,A/P,Female
24000,W,Male
179000,W,Male
57000,W,Female
49500,W,Female
111000,W,Female
82000,W,Female
66000,B/AA,Male
72000,A/P,Female
12000,A/P,Female
50000,W,Male
110000,A/P,Female
64000,W,Male
143000,W,Male
25000,W,Female
90000,W,Female
2000,B/AA,Female
110000,B/AA,Female
119000,W,Male
40000,W,Female
51000,B/AA,Male
31100,B/AA,Female
10000,W,Female
50000,W,Female
23000,W,Female
105000,W,Male
90000,W,Male
45000,W,Male
157000,B/AA,Female
40000,B/AA,Male
48000,W,Male
90000,B/AA,Female
180000,A/P,Male
25000,W,Male
29400,W,Female
50000,B/AA,Male
12600,W,Female
35000,B/AA,Female
50000,B/AA,Male
72000,B/AA,Female
20000,B/AA,Male
60000,A/P,Female
30350,A/P,Female
120000,W,Female
260000,W,Female
138000,W,Male
428000,B/AA,Male
120000,W,Female
45000,W,Male
86000,W,Male
80000,W,Male
16800,W,Male
53000,B/AA,Male
98000,B/AA,Female
32000,W,Male
95000,W,Female
73000,B/AA,Male
24000,W,Male
20000,W,Female
119000,W,Male
5700,B/AA,Female
7000,B/AA,Male
106000,B/AA,Male
81000,W,Female
21000,W,Male
15000,A/P,Male
131000,W,Female
37400,A/P,Male
502000,W,Male
240000,W,Female
100000,W,Male
118000,W,Male
30000,W,Female
20500,W,Female
73400,W,Male
204000,A/P,Male
75000,W,Male
38600,W,Male
77000,W,Female
75000,B/AA,Male
69000,W,Male
70000,W,Male
28000,W,Male
50000,B/AA,Male
65000,W,Male
72000,Multi,Female
15900,W,Male
52000,W,Male
80000,W,Male
80000,W,Female
98000,W,Male
72200,W,Female
110000,A/P,Male
90000,W,Female
125000,Multi,Female
26000,W,Male
52000,W,Female
37050,W,Female
13000,W,Female
61000,W,Male
75000,W,Male
100000,W,Female
42000,W,Female
103000,A/P,Male
75000,Multi,Male
171000,W,Male
9700,W,Female
50000,A/P,Male
63000,B/AA,Male
120000,W,Female
42000,W,Male
25000,Multi,Male
100000,W,Male
25080,W,Female
42000,W,Female
95000,W,Male
35000,Multi,Male
90000,W,Male
200000,A/P,Male
100000,W,Male
100000,Multi,Male
73000,W,Male
80000,W,Male
95000,W,Female
32000,W,Female
42000,W,Female
30000,W,Female
17000,W,Male
57000,W,Female
10000,W,Male
70000,W,Female
75000,W,Female
67000,W,Female
100000,W,Male
17000,W,Male
15000,A/P,Male
38000,W,Female
200000,A/P,Male
47000,W,Female
17700,W,Female
78000,W,Female
25500,W,Male
251000,W,Male
220000,W,Female
200000,W,Male
160000,W,Female
106000,W,Male
218600,W,Male
110000,W,Female
74000,W,Female
20000,W,Female
65000,W,Female
45000,A/P,Female
86000,W,Male
148000,W,Female
110000,W,Male
86400,W,Female
15100,W,Female
42000,W,Male
12000,W,Female
83000,W,Female
70000,W,Male
216000,W,Male
90000,W,Female
82200,W,Male
11000,Native Am.,Female
36000,W,Female
66000,W,Female
130500,W,Male
35000,A/P,Female
1820,W,Female
36000,A/P,Female
92000,W,Male
160000,W,Male
2000,W,Female
49000,W,Male
156000,W,Male
115000,W,Male
150100,W,Female
120000,W,Male
50000,W,Female
67000,W,Male
42000,W,Female
23000,W,Female
26300,W,Male
61000,Native Am.,Male
28800,W,Female
40000,W,Female
16200,W,Male
70000,W,Female
130000,W,Male
50000,W,Male
8000,W,Male
300000,W,Male
84000,W,Male
30000,W,Female
63960,W,Male
44000,B/AA,Female
12000,W,Female
56000,W,Male
60000,W,Male
32300,W,Female
120000,W,Female
35200,Multi,Female
34600,W,Female
96000,W,Female
110000,W,Male
80000,W,Female
103050,W,Male
230000,A/P,Male
110000,W,Male
40000,B/AA,Male
140000,W,Female
140000,Multi,Female
75000,W,Female
17000,A/P,Female
80000,W,Female
75000,W,Male
100000,A/P,Female
62000,W,Male
25000,A/P,Male
45000,W,Male
36000,W,Female
23000,W,Female
86000,A/P,Male
30000,W,Female
95000,W,Male
228300,A/P,Male
155000,A/P,Female
120000,W,Male
70050,W,Male
3400,W,Female
58000,W,Female
113000,W,Male
65500,W,Male
160000,W,Male
33000,A/P,Female
80000,W,Male
22100,W,Female
10000,W,Female
20000,W,Male
50000,W,Female
159600,W,Female
339000,W,Female
116500,A/P,Male
10000,W,Male
70000,W,Male
43000,W,Male
104000,W,Female
55000,W,Female
125000,Native Am.,Male
200000,W,Male
84000,B/AA,Male
25000,A/P,Female
58010,A/P,Female
66000,W,Female
40000,W,Female
10800,W,Female
1600,W,Female
60000,B/AA,Male
150000,Multi,Male
98000,W,Male
63000,W,Female
30000,W,Female
115000,W,Male
16700,W,Male
25000,W,Male
170000,W,Male
46000,W,Female
70000,W,Male
30000,A/P,Male
100000,W,Female
60000,W,Male
10000,W,Female
105000,W,Male
65000,W,Female
120000,A/P,Female
63000,W,Female
120000,A/P,Female
65000,W,Female
60000,B/AA,Female
118000,B/AA,Female
19000,W,Female
40000,B/AA,Female
75000,W,Male
40000,B/AA,Female
93000,W,Male
37050,W,Male
200000,W,Female
5000,W,Male
10000,W,Female
30000,W,Female
50000,A/P,Male
113000,W,Male
427010,B/AA,Female
25000,W,Female
30000,W,Female
10500,W,Female
40000,W,Female
15000,W,Female
36000,W,Male
60000,W,Male
41400,W,Female
50000,A/P,Male
56000,W,Female
83000,W,Female
32000,W,Female
24000,Multi,Female
9600,B/AA,Male
82010,W,Female
38000,W,Male
50000,W,Male
24000,B/AA,Female
53000,W,Male
16200,W,Female
40000,W,Female
50000,W,Male
147000,W,Male
39000,W,Male
60000,W,Male
27000,W,Male
28400,W,Female
54000,W,Male
48000,W,Female
96000,W,Male
15800,A/P,Male
60000,W,Female
90000,W,Male
14500,W,Female
429000,W,Male
55000,W,Male
96000,W,Female
71000,W,Male
125000,W,Male
40000,W,Female
10000,Multi,Male
3000,W,Female
72000,W,Male
39500,W,Female
231000,W,Male
4000,W,Female
60000,W,Male
65000,W,Male
48000,W,Female
24000,W,Female
100000,W,Male
30000,W,Male
6100,B/AA,Male
32400,W,Female
70000,W,Female
35000,W,Male
53000,W,Female
70360,W,Male
39000,Multi,Male
64600,W,Male
16800,W,Female
50000,W,Male
130000,W,Male
130000,W,Male
145030,W,Female
80000,W,Female
12200,W,Female
128600,W,Female
20000,W,Female
85000,A/P,Female
8000,W,Female
31000,W,Male
55000,B/AA,Female
10400,B/AA,Male
84100,W,Female
90000,W,Female
31200,W,Male
45000,W,Male
48000,W,Male
25000,Multi,Male
145000,W,Male
26000,W,Female
1300,W,Female
31200,W,Male
34980,B/AA,Female
9000,W,Female
48000,W,Male
11000,W,Male
12000,W,Female
130000,W,Male
37000,B/AA,Male
36200,W,Female
50000,W,Female
23000,W,Male
150000,W,Female
15000,W,Male
74000,W,Male
7000,W,Female
60000,W,Female
80000,A/P,Male
33000,W,Female
66000,W,Female
70000,W,Male
29100,A/P,Male
8000,W,Female
58000,W,Female
28000,W,Female
45000,W,Male
85000,B/AA,Female
26200,W,Male
43300,W,Male
40000,B/AA,Male
60000,W,Female
57000,W,Male
47500,W,Female
13000,W,Female
20000,W,Male
38000,W,Female
45000,W,Male
52000,W,Male
124000,A/P,Female
72600,W,Female
30000,A/P,Female
78000,W,Male
46000,W,Female
65000,W,Male
385000,W,Male
100000,W,Male
159500,W,Male
46000,W,Male
10000,W,Female
82000,W,Male
29000,B/AA,Male
33000,W,Female
163500,W,Male
24600,W,Male
98600,W,Male
130000,W,Male
50000,W,Female
39300,W,Female
49000,W,Male
110200,W,Male
6300,W,Male
70000,W,Male
4300,W,Male
118000,W,Female
78000,W,Female
27900,B/AA,Female
37000,W,Female
55000,W,Male
90000,W,Male
33000,W,Female
50000,B/AA,Female
30000,W,Male
70000,W,Male
25000,W,Male
60000,W,Female
37000,W,Female
30000,W,Male
740,W,Female
12000,W,Female
50000,W,Female
70000,W,Male
33000,W,Female
28000,W,Female
40000,W,Female
55000,W,Female
45000,W,Male
39000,W,Male
77000,W,Female
25700,W,Female
24000,W,Female
55000,W,Male
61000,W,Female
12000,W,Female
54000,B/AA,Female
18000,W,Male
50000,W,Male
31200,W,Male
34400,W,Female
46000,W,Female
25000,W,Male
110000,W,Female
150000,W,Female
35000,W,Male
427000,W,Female
55000,W,Male
70000,W,Female
75000,W,Female
50000,W,Male
32000,W,Male
125000,W,Male
17000,W,Female
60000,W,Female
26000,W,Female
60000,W,Female
52000,W,Female
82000,Multi,Male
74400,W,Male
7900,W,Female
14000,W,Female
41000,W,Female
95020,W,Male
60000,W,Male
32000,W,Female
60000,W,Male
29000,W,Female
12000,W,Male
14100,W,Female
49000,W,Female
42000,W,Female
45000,W,Female
4000,W,Female
100000,W,Male
67000,W,Male
80000,A/P,Male
36000,W,Female
70000,W,Male
60000,W,Male
18000,W,Female
36000,W,Male
8000,W,Female
136000,W,Male
40000,W,Female
55000,W,Male
60000,W,Male
32600,W,Female
60000,W,Female
75250,W,Male
33000,W,Male
13000,W,Male
80000,B/AA,Female
35000,W,Male
24000,W,Female
31800,W,Male
4000,Multi,Female
30000,W,Male
50000,W,Male
120000,W,Female
60000,W,Male
17200,A/P,Female
3000,W,Female
13060,W,Male
9800,W,Female
40000,W,Male
61000,W,Male
24400,W,Male
80000,W,Male
37000,A/P,Female
48000,W,Male
36000,B/AA,Male
20000,W,Male
30000,A/P,Female
91000,W,Female
33000,W,Female
11370,W,Female
63000,W,Male
37000,W,Female
102000,W,Male
31000,W,Female
20000,W,Female
55000,W,Male
50000,W,Male
58000,W,Male
55000,W,Female
30000,W,Male
115000,W,Male
63000,W,Female
57000,W,Male
35000,W,Male
100000,W,Female
166000,W,Female
40000,W,Male
1000,W,Male
95000,W,Male
30000,W,Female
23100,W,Female
31200,W,Male
16000,W,Female
-7600,W,Male
108000,Multi,Male
85000,W,Male
65000,W,Male
27000,W,Female
67000,W,Male
35000,W,Female
68000,W,Male
10000,W,Female
10000,W,Female
41200,W,Female
40000,W,Male
60000,W,Female
23000,W,Female
135000,W,Male
93400,W,Male
26100,W,Female
82000,W,Female
40000,W,Female
70000,W,Male
700,W,Male
42000,W,Female
81000,W,Male
30000,W,Female
20000,W,Male
60000,W,Female
79000,W,Male
28800,W,Female
55000,W,Male
55100,W,Female
80000,W,Male
50000,W,Female
60000,W,Female
65000,W,Male
49100,W,Female
12000,W,Male
45500,W,Male
9000,W,Female
178000,W,Male
100000,W,Male
10800,W,Female
11100,W,Male
72000,W,Female
64000,W,Female
176000,W,Female
36100,W,Female
20000,W,Female
230000,W,Male
20000,W,Female
52000,Native Am.,Female
150000,W,Male
38000,W,Male
35000,W,Male
115000,W,Male
35000,W,Female
30000,B/AA,Male
70000,W,Female
40000,W,Male
25000,A/P,Male
10600,B/AA,Male
43200,W,Female
60000,W,Female
60000,W,Female
50000,W,Female
52000,W,Male
23000,W,Female
51000,W,Male
48000,W,Female
27000,W,Female
48000,W,Female
9000,W,Male
15800,W,Female
600,W,Female
900,W,Female
24000,W,Female
34600,A/P,Female
145000,W,Male
81000,W,Male
71400,W,Female
53000,W,Male
50000,W,Female
63700,Native Am.,Female
61000,W,Male
70000,W,Male
39200,W,Female
52000,W,Male
34000,W,Male
36000,W,Female
73000,W,Female
10000,W,Male
35000,W,Male
105000,W,Male
50000,W,Male
15300,Native Am.,Male
57000,W,Male
15000,W,Female
45000,W,Female
487000,W,Male
47000,W,Female
40000,W,Female
21000,W,Female
20150,W,Female
23000,W,Female
14000,W,Female
35000,A/P,Female
10000,W,Male
40000,W,Male
180000,W,Male
289260,W,Female
50310,W,Male
120000,W,Male
56000,W,Male
46000,W,Male
28000,W,Female
75000,W,Male
70000,W,Male
16000,W,Female
39000,A/P,Female
55000,W,Male
22000,B/AA,Male
13000,B/AA,Male
32000,W,Male
45160,W,Male
168000,W,Male
39000,W,Female
20000,W,Female
25000,B/AA,Female
16400,B/AA,Female
30000,B/AA,Female
80000,W,Male
26000,W,Female
50000,W,Male
57710,W,Male
12200,W,Female
60000,W,Male
38000,W,Male
26000,W,Female
14400,B/AA,Female
45000,W,Male
48000,Multi,Male
5400,B/AA,Female
45000,W,Male
14400,W,Female
335000,W,Male
42000,W,Female
30000,W,Female
20000,W,Female
40000,Multi,Female
60000,W,Female
21000,B/AA,Female
45000,B/AA,Male
23000,W,Male
12000,W,Female
30000,W,Male
10000,W,Male
10000,W,Male
29600,W,Male
60000,W,Male
24000,B/AA,Male
335500,W,Male
12000,B/AA,Female
51000,W,Male
12000,Multi,Male
80000,B/AA,Female
24000,W,Female
21000,W,Male
30000,B/AA,Male
28000,B/AA,Female
14500,W,Male
115000,W,Male
51400,W,Female
50000,W,Female
33000,W,Female
58000,W,Male
85000,W,Male
44200,W,Female
24000,W,Female
38000,W,Male
65000,W,Female
110000,W,Male
15500,W,Female
23000,B/AA,Female
55000,W,Male
47000,W,Male
35000,W,Female
16000,W,Female
110000,W,Male
79000,W,Male
42200,W,Female
50000,W,Male
28000,W,Female
15000,W,Female
20000,B/AA,Male
20000,B/AA,Female
35000,W,Male
50000,W,Female
16800,W,Female
205500,W,Male
118000,W,Female
9200,W,Female
25000,W,Female
35100,W,Female
30000,W,Male
24000,W,Female
100500,W,Male
14000,W,Male
9100,W,Female
45000,W,Male
57000,W,Male
13600,W,Male
60000,W,Female
50000,W,Male
30550,W,Female
56000,W,Female
48000,W,Male
15900,W,Male
50000,W,Male
20000,W,Female
63000,W,Female
93000,W,Male
37000,W,Male
9500,W,Male
16000,W,Female
90000,W,Male
46000,W,Male
427000,W,Male
26100,W,Female
29000,W,Male
16600,B/AA,Female
52300,W,Male
100,W,Male
115000,W,Female
52000,B/AA,Female
29000,W,Female
35000,W,Female
30000,W,Female
45000,B/AA,Female
60000,A/P,Male
15600,W,Female
34000,W,Female
25000,W,Male
53600,W,Male
5800,W,Female
65000,W,Female
22500,W,Female
15000,W,Female
15000,W,Male
130000,W,Male
37600,W,Female
20000,W,Male
115500,W,Female
40700,W,Male
26000,W,Male
35000,W,Female
42000,A/P,Female
68000,W,Female
35000,W,Male
20000,W,Female
80020,W,Female
25100,W,Male
53000,W,Male
45500,W,Male
36500,W,Female
24000,W,Male
18000,W,Male
50000,W,Female
12000,W,Female
25800,B/AA,Female
17000,W,Male
136000,W,Male
46000,W,Female
25000,W,Male
4800,W,Male
52000,W,Male
51000,W,Male
37200,W,Female
95000,W,Female
42000,W,Male
117000,W,Male
36000,W,Female
63000,W,Male
53000,W,Male
55000,B/AA,Male
64000,W,Male
120000,W,Male
16000,W,Male
43300,W,Female
101000,W,Male
40000,W,Male
10400,W,Female
102000,W,Male
17300,W,Female
45000,W,Female
24000,W,Female
56000,W,Male
3000,Multi,Female
90000,W,Female
12000,B/AA,Male
67000,W,Male
100000,W,Male
26000,Multi,Female
50000,W,Male
18000,W,Female
75000,W,Female
22700,W,Female
42000,W,Male
35000,W,Female
22000,W,Male
115000,W,Male
16000,W,Female
6000,W,Female
22000,W,Female
8650,W,Female
26000,W,Female
35000,W,Male
17000,W,Male
28500,B/AA,Female
17000,W,Female
6000,W,Female
55000,W,Male
85000,W,Male
51000,B/AA,Female
70000,W,Male
55500,W,Female
75000,B/AA,Male
139000,W,Male
20000,W,Male
8000,W,Female
35000,W,Male
20000,W,Female
10800,W,Male
122200,W,Male
15000,W,Female
41000,W,Male
58000,W,Female
416000,W,Male
53000,W,Male
31200,B/AA,Female
25000,B/AA,Female
55000,W,Male
16300,W,Female
50000,W,Male
44000,W,Male
41900,W,Male
35000,B/AA,Male
48000,W,Male
40000,W,Male
43400,W,Male
35000,W,Male
16000,B/AA,Male
12000,W,Male
150000,W,Male
144200,A/P,Male
15500,W,Male
61000,A/P,Female
75000,W,Female
121300,W,Male
42000,W,Female
84000,W,Male
20000,W,Male
43000,Multi,Male
45000,W,Male
20500,W,Female
73900,W,Female
49000,Native Am.,Male
63000,W,Male
40000,W,Female
50000,W,Male
105000,W,Male
30000,W,Male
20000,W,Male
60000,W,Male
98500,W,Female
48000,W,Male
386000,W,Male
46800,W,Male
70000,W,Male
45000,W,Male
41600,W,Female
49620,Native Am.,Female
49620,W,Male
95000,W,Male
73000,W,Male
30000,Native Am.,Female
18000,W,Female
36000,W,Female
75000,W,Female
48200,W,Female
40000,W,Male
20000,B/AA,Female
47000,W,Male
24000,W,Female
45000,W,Male
29196,W,Female
35000,W,Female
45000,W,Female
100150,W,Male
100000,W,Male
77000,W,Male
21200,W,Male
40000,W,Male
41000,W,Male
26000,W,Female
39000,W,Male
63000,W,Male
50000,W,Female
14400,W,Female
55000,W,Male
42000,W,Female
28800,W,Female
38000,W,Female
50000,W,Female
20000,W,Female
20000,W,Female
68000,W,Female
40000,Multi,Male
27750,W,Female
80000,W,Male
43000,W,Female
15000,W,Female
28000,W,Female
85000,W,Male
35000,W,Male
92000,W,Male
48200,W,Male
57000,W,Female
70000,W,Male
80000,W,Female
38000,W,Male
38000,W,Male
37500,W,Male
47000,W,Female
8300,W,Female
30700,W,Female
51000,A/P,Female
25000,W,Male
10000,W,Male
50000,W,Female
22000,W,Female
40000,B/AA,Female
76000,A/P,Female
42000,B/AA,Female
5000,Multi,Male
100000,W,Male
50000,W,Female
60000,Multi,Male
138600,W,Female
30000,A/P,Female
38000,W,Female
36000,W,Female
44000,B/AA,Male
80000,W,Male
127500,W,Male
43000,Multi,Male
28000,W,Male
84000,B/AA,Female
19200,Multi,Male
34400,W,Male
52000,W,Male
114300,W,Male
82000,W,Male
60150,W,Male
30500,A/P,Female
46000,W,Male
100000,W,Female
42000,A/P,Female
25000,B/AA,Male
60000,Native Am.,Male
7200,Multi,Female
21000,W,Male
5000,W,Male
32800,W,Male
48000,W,Female
36000,W,Male
11500,Native Am.,Female
30400,W,Male
50000,W,Male
45000,W,Female
36600,W,Female
11000,W,Male
60000,W,Male
32000,A/P,Female
13200,B/AA,Female
25000,B/AA,Male
19200,W,Male
46000,W,Female
39000,W,Male
30000,A/P,Female
25000,A/P,Male
81000,W,Male
38000,Multi,Male
19000,Native Am.,Male
32000,W,Male
70500,W,Female
35000,W,Female
36000,A/P,Female
45000,W,Male
43000,W,Female
38400,W,Male
70000,W,Female
60000,W,Female
198200,W,Male
155150,W,Male
75000,W,Female
32600,W,Male
50000,W,Male
82200,W,Female
201000,W,Male
50020,W,Male
38000,W,Female
58000,W,Female
84000,W,Female
158000,Multi,Male
104000,W,Male
68000,W,Male
25000,W,Male
42000,W,Female
38000,W,Male
43000,W,Female
16000,W,Female
52000,W,Male
45000,W,Male
50000,W,Female
100000,W,Male
70000,W,Female
40000,W,Female
1000,W,Female
18000,W,Male
26000,W,Male
250000,W,Female
72000,W,Female
40000,W,Male
120000,W,Female
52000,W,Female
525000,W,Male
22000,B/AA,Male
18000,B/AA,Male
115000,W,Male
30000,W,Female
200000,W,Male
151300,A/P,Female
39000,W,Female
185000,W,Male
63000,W,Male
30500,W,Male
100000,W,Female
40000,W,Female
22500,W,Female
90000,A/P,Male
80000,A/P,Female
45500,W,Female
64000,W,Female
34000,W,Female
637000,W,Male
60000,W,Female
65000,W,Male
55000,W,Male
79800,B/AA,Male
65000,W,Male
35000,W,Male
30000,W,Male
78000,W,Female
321400,W,Male
48000,W,Female
30800,W,Male
80000,W,Female
30200,A/P,Male
87000,W,Male
255000,W,Male
65000,W,Female
26000,W,Male
75250,W,Female
59000,A/P,Male
107800,B/AA,Female
35300,Multi,Male
5000,W,Male
45500,W,Female
830,W,Female
45000,W,Male
152000,W,Male
22000,W,Female
40000,A/P,Male
57000,W,Female
50000,W,Male
122000,W,Male
65000,A/P,Female
42000,W,Male
96000,W,Male
36200,B/AA,Female
644000,W,Male
60000,W,Female
40000,W,Male
8000,W,Female
33300,B/AA,Male
47000,W,Male
83000,W,Female
135000,W,Male
20000,W,Female
72800,W,Female
85000,W,Male
203000,W,Male
78000,W,Male
25000,W,Male
30000,W,Male
32000,B/AA,Female
50000,W,Male
100500,W,Female
150000,W,Female
34750,W,Female
307000,W,Male
24900,W,Female
61500,B/AA,Female
23000,W,Female
22900,W,Male
37000,W,Female
48000,W,Male
24000,W,Male
25000,W,Female
109000,W,Male
43000,W,Male
41600,W,Male
28000,A/P,Female
19000,W,Female
181000,W,Female
99090,A/P,Male
40000,W,Female
65000,W,Female
50000,W,Female
14000,W,Female
97000,A/P,Male
109000,W,Male
45000,B/AA,Female
90000,A/P,Male
900,W,Female
6000,A/P,Male
18000,A/P,Female
122000,W,Female
85000,W,Female
100000,A/P,Female
29000,W,Female
10000,A/P,Female
37000,W,Male
35000,B/AA,Female
302000,W,Male
52000,W,Male
23000,B/AA,Male
35000,W,Male
65000,W,Female
95000,W,Female
62000,W,Male
75000,A/P,Male
51000,W,Male
37700,W,Female
85000,W,Male
31200,W,Male
72000,W,Male
60000,W,Male
93000,W,Male
83000,A/P,Female
100200,W,Male
16000,W,Female
82000,W,Male
80000,W,Male
55000,W,Female
20000,A/P,Male
300000,W,Male
37000,W,Female
94420,Multi,Female
165000,A/P,Male
20000,W,Male
40000,W,Female
160000,W,Male
73000,A/P,Male
78000,W,Male
90000,W,Male
75000,W,Female
40000,W,Male
295000,A/P,Male
25000,A/P,Male
38000,B/AA,Female
87000,W,Female
32000,A/P,Female
26100,W,Male
31200,W,Female
45000,W,Male
9000,W,Female
85500,W,Male
75000,W,Female
30000,B/AA,Male
93000,B/AA,Male
25000,W,Male
144100,W,Male
52000,Multi,Female
64000,A/P,Female
6500,B/AA,Male
55000,W,Female
28000,W,Male
62000,W,Female
60000,W,Female
15000,W,Male
9600,W,Female
130000,A/P,Male
118700,W,Male
62000,W,Male
15000,A/P,Female
75000,W,Female
30000,W,Female
256000,W,Male
100000,W,Male
60000,W,Male
50000,Native Am.,Male
55000,W,Female
98000,W,Male
50000,W,Male
